 TRIAL	 FASE	  COND	 RESP	 INTERVAL	OBS 
65	180	0	0	1500	jlm
66	240	0	0	700	jlm
67	360	0	1	1500	jlm
68	-60	0	0	200	jlm
69	-60	0	0	3000	jlm
70	0	0	0	1500	jlm
71	-60	0	0	700	jlm
0	180	0	0	700	jlm
1	0	0	0	700	jlm
2	120	0	0	200	jlm
3	420	0	1	200	jlm
4	60	0	0	3000	jlm
5	240	0	0	700	jlm
6	0	0	0	1500	jlm
7	60	0	0	1500	jlm
8	360	0	1	1500	jlm
9	240	0	0	700	jlm
10	360	0	1	200	jlm
11	0	0	0	3000	jlm
12	-60	0	0	1500	jlm
13	120	0	1	200	jlm
14	180	0	0	200	jlm
15	0	0	0	200	jlm
16	300	0	1	200	jlm
17	240	0	1	1500	jlm
18	300	0	0	1500	jlm
19	240	0	0	200	jlm
20	120	0	0	3000	jlm
21	300	0	0	700	jlm
22	180	0	0	1500	jlm
23	300	0	1	700	jlm
24	120	0	0	700	jlm
25	360	0	1	3000	jlm
26	-60	0	0	200	jlm
27	60	0	0	3000	jlm
28	0	0	0	1500	jlm
29	180	0	0	3000	jlm
30	360	0	1	700	jlm
31	120	0	0	1500	jlm
32	420	0	0	3000	jlm
33	300	0	1	3000	jlm
34	420	0	0	200	jlm
35	300	0	0	3000	jlm
36	240	0	1	3000	jlm
37	240	0	0	3000	jlm
38	420	0	1	700	jlm
39	120	0	0	3000	jlm
40	60	0	0	700	jlm
41	60	0	0	1500	jlm
42	360	0	0	1500	jlm
43	120	0	0	700	jlm
44	180	0	1	200	jlm
45	120	0	0	1500	jlm
46	60	0	0	200	jlm
47	240	0	1	1500	jlm
48	60	0	0	200	jlm
49	-60	0	0	3000	jlm
50	-60	0	0	700	jlm
51	360	0	1	3000	jlm
52	180	0	0	1500	jlm
53	420	0	1	3000	jlm
54	360	0	1	700	jlm
55	0	0	0	200	jlm
56	-60	0	0	700	jlm
57	360	0	1	200	jlm
58	0	0	0	3000	jlm
59	180	0	0	3000	jlm
60	240	0	1	200	jlm
61	420	0	1	1500	jlm
62	-60	0	0	200	jlm
63	300	0	1	1500	jlm
64	0	0	0	700	jlm
65	-60	0	0	1500	jlm
66	420	0	1	1500	jlm
67	300	0	0	200	jlm
68	420	0	1	700	jlm
69	-60	0	0	3000	jlm
70	60	0	0	700	jlm
71	180	0	0	700	jlm
0	360	0	1	200	jlm
1	-60	0	0	200	jlm
2	120	0	0	1500	jlm
3	180	0	0	1500	jlm
4	300	0	1	700	jlm
5	180	0	0	200	jlm
6	420	0	1	700	jlm
7	300	0	1	200	jlm
8	180	0	0	3000	jlm
9	0	0	0	3000	jlm
10	300	0	1	3000	jlm
11	60	0	0	700	jlm
12	0	0	0	3000	jlm
13	120	0	0	1500	jlm
14	120	0	0	3000	jlm
15	120	0	0	200	jlm
16	360	0	0	1500	jlm
17	120	0	0	3000	jlm
18	360	0	0	700	jlm
19	0	0	0	200	jlm
20	60	0	0	200	jlm
21	60	0	0	700	jlm
22	60	0	0	1500	jlm
23	-60	0	0	1500	jlm
24	180	0	0	3000	jlm
25	300	0	0	3000	jlm
26	-60	0	0	1500	jlm
27	420	0	1	200	jlm
28	0	0	0	700	jlm
29	-60	0	0	3000	jlm
30	120	0	0	700	jlm
31	240	0	1	200	jlm
32	0	0	0	700	jlm
33	120	0	0	700	jlm
34	-60	0	0	700	jlm
35	300	0	1	200	jlm
36	120	0	0	200	jlm
37	-60	0	0	200	jlm
38	240	0	1	700	jlm
39	180	0	0	200	jlm
40	360	0	1	200	jlm
41	240	0	0	1500	jlm
42	420	0	0	3000	jlm
43	-60	0	0	700	jlm
44	240	0	0	3000	jlm
45	180	0	1	700	jlm
46	420	0	1	700	jlm
47	-60	0	0	3000	jlm
48	360	0	1	700	jlm
49	60	0	0	3000	jlm
50	360	0	1	3000	jlm
51	0	0	0	1500	jlm
52	360	0	0	3000	jlm
53	300	0	0	1500	jlm
54	420	0	1	1500	jlm
55	420	0	1	200	jlm
56	60	0	0	3000	jlm
57	0	0	0	1500	jlm
58	240	0	0	3000	jlm
59	60	0	0	200	jlm
60	420	0	1	1500	jlm
61	300	0	0	1500	jlm
62	240	0	1	200	jlm
63	240	0	1	700	jlm
64	300	0	1	700	jlm
65	420	0	1	3000	jlm
66	180	0	0	700	jlm
67	0	0	0	200	jlm
68	60	0	0	1500	jlm
69	180	0	0	1500	jlm
70	360	0	1	1500	jlm
71	240	0	0	1500	jlm
0	300	0	0	1500	jlm
1	300	0	1	3000	jlm
2	240	0	1	700	jlm
3	420	0	1	3000	jlm
4	60	0	0	1500	jlm
5	180	0	0	700	jlm
6	0	0	0	700	jlm
7	60	0	0	700	jlm
8	360	0	0	3000	jlm
9	-60	0	0	3000	jlm
10	420	0	1	200	jlm
11	-60	0	0	700	jlm
12	120	0	0	3000	jlm
13	0	0	0	1500	jlm
14	180	0	0	200	jlm
15	360	0	1	1500	jlm
16	-60	0	0	1500	jlm
17	300	0	1	700	jlm
18	240	0	0	3000	jlm
19	420	0	1	700	jlm
20	240	0	1	700	jlm
21	-60	0	0	3000	jlm
22	240	0	1	200	jlm
23	0	0	0	700	jlm
24	60	0	0	700	jlm
25	120	0	0	700	jlm
26	300	0	1	3000	jlm
27	-60	0	0	1500	jlm
28	240	0	0	3000	jlm
29	60	0	0	3000	jlm
30	180	0	0	1500	jlm
31	0	0	0	1500	jlm
32	0	0	0	3000	jlm
33	420	0	1	1500	jlm
34	240	0	0	1500	jlm
35	60	0	0	1500	jlm
36	180	0	1	700	jlm
37	60	0	0	200	jlm
38	180	0	0	200	jlm
39	60	0	0	3000	jlm
40	120	0	0	200	jlm
41	0	0	0	3000	jlm
42	180	0	0	3000	jlm
43	180	0	0	1500	jlm
44	300	0	1	700	jlm
45	120	0	0	3000	jlm
46	360	0	1	700	jlm
47	0	0	0	200	jlm
48	420	0	1	3000	jlm
49	-60	0	0	200	jlm
50	60	0	0	200	jlm
51	120	0	0	200	jlm
52	-60	0	0	200	jlm
53	120	0	0	1500	jlm
54	300	0	1	200	jlm
55	0	0	0	200	jlm
56	420	0	1	1500	jlm
57	180	0	0	3000	jlm
58	300	0	1	1500	jlm
59	360	0	1	3000	jlm
60	360	0	0	1500	jlm
61	120	0	0	1500	jlm
62	360	0	1	200	jlm
63	-60	0	0	700	jlm
64	360	0	1	200	jlm
65	240	0	1	200	jlm
66	300	0	1	200	jlm
67	360	0	1	700	jlm
68	240	0	1	1500	jlm
69	420	0	1	700	jlm
70	420	0	1	200	jlm
71	120	0	0	700	jlm
0	240	0	1	200	jlm
1	180	0	0	1500	jlm
2	420	0	1	3000	jlm
3	180	0	0	200	jlm
4	300	0	0	3000	jlm
5	240	0	1	700	jlm
6	60	0	0	700	jlm
7	60	0	0	1500	jlm
8	420	0	1	1500	jlm
9	300	0	1	700	jlm
10	120	0	1	700	jlm
11	420	0	0	700	jlm
12	0	0	0	700	jlm
13	420	0	1	3000	jlm
14	300	0	1	3000	jlm
15	240	0	1	700	jlm
16	120	0	0	200	jlm
17	240	0	0	3000	jlm
18	0	0	0	200	jlm
19	-60	0	0	1500	jlm
20	240	0	0	1500	jlm
21	-60	0	0	200	jlm
22	-60	0	0	700	jlm
23	360	0	1	200	jlm
24	360	0	1	1500	jlm
25	180	0	0	1500	jlm
26	0	0	0	1500	jlm
27	240	0	0	3000	jlm
28	180	0	1	700	jlm
29	180	0	0	700	jlm
30	120	0	0	3000	jlm
31	-60	0	0	1500	jlm
32	0	0	0	1500	jlm
33	0	0	0	3000	jlm
34	120	0	0	3000	jlm
35	120	0	0	1500	jlm
36	360	0	0	700	jlm
37	240	0	1	200	jlm
38	420	0	1	200	jlm
39	360	0	1	700	jlm
40	60	0	0	200	jlm
41	120	0	0	200	jlm
42	300	0	1	1500	jlm
43	120	0	0	1500	jlm
44	60	0	0	200	jlm
45	60	0	0	700	jlm
46	-60	0	0	200	jlm
47	360	0	1	200	jlm
48	0	0	0	200	jlm
49	240	0	1	1500	jlm
50	300	0	1	1500	jlm
51	0	0	0	3000	jlm
52	300	0	1	200	jlm
53	60	0	0	1500	jlm
54	120	0	0	700	jlm
55	360	0	1	3000	jlm
56	60	0	0	3000	jlm
57	300	0	1	200	jlm
58	60	0	0	3000	jlm
59	-60	0	0	3000	jlm
60	300	0	1	700	jlm
61	180	0	0	200	jlm
62	360	0	1	3000	jlm
63	180	0	1	3000	jlm
64	-60	0	0	700	jlm
65	180	0	0	3000	jlm
66	360	0	1	1500	jlm
67	-60	0	0	3000	jlm
68	420	0	1	1500	jlm
69	0	0	0	700	jlm
70	420	0	1	700	jlm
71	420	0	1	200	jlm
0	420	0	1	1500	jlm
1	60	0	0	700	jlm
2	360	0	1	700	jlm
3	60	0	0	3000	jlm
4	60	0	0	200	jlm
5	300	0	1	700	jlm
6	0	0	0	3000	jlm
7	60	0	0	3000	jlm
8	300	0	1	200	jlm
9	120	0	0	200	jlm
10	360	0	1	1500	jlm
11	300	0	1	200	jlm
12	180	0	1	3000	jlm
13	-60	0	0	200	jlm
14	360	0	1	3000	jlm
15	240	0	1	1500	jlm
16	300	0	0	1500	jlm
17	-60	0	0	1500	jlm
18	420	0	1	200	jlm
19	0	0	0	200	jlm
20	420	0	1	3000	jlm
21	300	0	1	3000	jlm
22	360	0	1	3000	jlm
23	240	0	0	3000	jlm
24	120	0	0	1500	jlm
25	60	0	0	200	jlm
26	240	0	0	700	jlm
27	0	0	0	1500	jlm
28	120	0	0	700	jlm
29	240	0	0	200	jlm
30	180	0	0	1500	jlm
31	180	0	1	200	jlm
32	420	0	1	3000	jlm
33	360	0	0	1500	jlm
34	0	0	0	700	jlm
35	120	0	0	700	jlm
36	120	0	0	1500	jlm
37	-60	0	0	200	jlm
38	-60	0	0	700	jlm
39	360	0	1	200	jlm
40	60	0	0	1500	jlm
41	60	0	0	700	jlm
42	180	0	0	700	jlm
43	300	0	0	700	jlm
44	60	0	0	1500	jlm
45	0	0	0	700	jlm
46	-60	0	0	700	jlm
47	420	0	1	200	jlm
48	420	0	1	1500	jlm
49	120	0	0	200	jlm
50	-60	0	0	1500	jlm
51	0	0	0	1500	jlm
52	420	0	1	700	jlm
53	240	0	1	700	jlm
54	0	0	0	3000	jlm
55	0	0	0	200	jlm
56	300	0	1	3000	jlm
57	240	0	0	1500	jlm
58	360	0	1	700	jlm
59	180	0	0	3000	jlm
60	120	0	0	3000	jlm
61	120	0	0	3000	jlm
62	300	0	1	1500	jlm
63	180	0	0	1500	jlm
64	420	0	1	700	jlm
65	180	0	0	200	jlm
66	360	0	1	200	jlm
67	240	0	1	3000	jlm
68	180	0	1	700	jlm
69	-60	0	0	3000	jlm
70	-60	0	0	3000	jlm
71	240	0	1	200	jlm
0	120	0	0	1500	jlm
1	120	0	0	3000	jlm
2	420	0	1	3000	jlm
3	240	0	1	3000	jlm
4	420	0	1	700	jlm
5	300	0	1	200	jlm
6	360	0	1	200	jlm
7	-60	0	0	200	jlm
8	300	0	0	3000	jlm
9	300	0	0	200	jlm
10	0	0	0	1500	jlm
11	180	0	0	200	jlm
12	60	0	0	3000	jlm
13	420	0	1	1500	jlm
14	180	0	1	3000	jlm
15	420	0	1	200	jlm
16	240	0	1	200	jlm
17	420	0	1	1500	jlm
18	240	0	1	1500	jlm
19	0	0	0	3000	jlm
20	300	0	1	3000	jlm
21	120	0	0	3000	jlm
22	300	0	1	700	jlm
23	120	0	0	700	jlm
24	0	0	0	200	jlm
25	240	0	1	700	jlm
26	120	0	0	200	jlm
27	-60	0	0	200	jlm
28	-60	0	0	1500	jlm
29	0	0	0	3000	jlm
30	60	0	0	3000	jlm
31	180	0	0	3000	jlm
32	240	0	0	700	jlm
33	60	0	0	700	jlm
34	360	0	1	1500	jlm
35	0	0	0	700	jlm
36	0	0	0	700	jlm
37	240	0	0	3000	jlm
38	0	0	0	200	jlm
39	60	0	0	700	jlm
40	60	0	0	200	jlm
41	240	0	0	1500	jlm
42	60	0	0	1500	jlm
43	360	0	1	200	jlm
44	60	0	0	1500	jlm
45	-60	0	0	700	jlm
46	0	0	0	1500	jlm
47	-60	0	0	3000	jlm
48	360	0	1	700	jlm
49	180	0	1	700	jlm
50	420	0	1	200	jlm
51	360	0	1	1500	jlm
52	360	0	1	700	jlm
53	300	0	1	700	jlm
54	120	0	0	1500	jlm
55	180	0	0	1500	jlm
56	120	0	0	200	jlm
57	180	0	1	200	jlm
58	420	0	1	700	jlm
59	300	0	1	1500	jlm
60	180	0	0	1500	jlm
61	-60	0	0	1500	jlm
62	180	0	0	700	jlm
63	360	0	1	3000	jlm
64	300	0	0	1500	jlm
65	-60	0	0	3000	jlm
66	120	0	0	700	jlm
67	-60	0	0	700	jlm
68	60	0	0	200	jlm
69	360	0	1	3000	jlm
70	240	0	1	200	jlm
71	420	0	1	3000	jlm
0	-60	0	0	200	jlm
1	420	0	1	700	jlm
2	360	0	1	3000	jlm
3	240	0	0	1500	jlm
4	60	0	0	1500	jlm
5	240	0	1	200	jlm
6	-60	0	0	1500	jlm
7	300	0	1	700	jlm
8	360	0	1	700	jlm
9	0	0	0	200	jlm
10	300	0	1	1500	jlm
11	-60	0	0	700	jlm
12	360	0	1	3000	jlm
13	120	0	0	200	jlm
14	120	0	0	700	jlm
15	0	0	0	700	jlm
16	-60	0	0	3000	jlm
17	420	0	1	200	jlm
18	0	0	0	200	jlm
19	60	0	0	700	jlm
20	180	0	1	200	jlm
21	120	0	0	3000	jlm
22	300	0	1	700	jlm
23	60	0	0	3000	jlm
24	120	0	0	3000	jlm
25	240	0	0	1500	jlm
26	300	0	1	1500	jlm
27	60	0	0	3000	jlm
28	60	0	0	200	jlm
29	-60	0	0	3000	jlm
30	180	0	0	700	jlm
31	300	0	0	200	jlm
32	180	0	0	3000	jlm
33	360	0	1	700	jlm
34	120	0	0	1500	jlm
35	180	0	0	1500	jlm
36	360	0	0	200	jlm
37	120	0	0	1500	jlm
38	420	0	1	1500	jlm
39	-60	0	0	200	jlm
40	60	0	0	200	jlm
41	0	0	0	1500	jlm
42	240	0	0	3000	jlm
43	300	0	1	200	jlm
44	-60	0	0	1500	jlm
45	360	0	1	1500	jlm
46	420	0	1	3000	jlm
47	180	0	1	200	jlm
48	180	0	0	3000	jlm
49	300	0	0	3000	jlm
50	0	0	0	1500	jlm
51	180	0	0	1500	jlm
52	420	0	1	700	jlm
53	240	0	1	200	jlm
54	0	0	0	3000	jlm
55	420	0	0	1500	jlm
56	360	0	1	200	jlm
57	240	0	1	700	jlm
58	240	0	0	700	jlm
59	60	0	0	700	jlm
60	-60	0	0	700	jlm
61	0	0	0	3000	jlm
62	300	0	1	3000	jlm
63	60	0	0	1500	jlm
64	120	0	0	200	jlm
65	420	0	0	3000	jlm
66	420	0	1	200	jlm
67	360	0	0	1500	jlm
68	180	0	0	700	jlm
69	240	0	1	3000	jlm
70	120	0	1	700	jlm
71	0	0	0	700	jlm
0	-60	0	0	700	dl
1	420	0	1	700	dl
2	0	0	0	700	dl
3	180	0	1	1500	dl
4	60	0	1	3000	dl
5	120	0	0	200	dl
6	0	0	0	200	dl
7	300	0	1	1500	dl
8	0	0	0	700	dl
9	0	0	0	3000	dl
10	360	0	1	700	dl
11	240	0	1	200	dl
12	180	0	1	200	dl
13	180	0	0	200	dl
14	240	0	1	3000	dl
15	240	0	1	700	dl
16	120	0	0	700	dl
17	60	0	0	700	dl
18	240	0	1	1500	dl
19	240	0	1	200	dl
20	-60	0	0	700	dl
21	120	0	0	1500	dl
22	60	0	0	1500	dl
23	300	0	1	700	dl
24	300	0	1	700	dl
25	420	0	1	200	dl
26	360	0	1	1500	dl
27	240	0	1	700	dl
28	0	0	0	1500	dl
29	-60	0	0	3000	dl
30	180	0	0	700	dl
31	60	0	0	200	dl
32	240	0	1	3000	dl
33	180	0	1	3000	dl
34	-60	0	0	1500	dl
35	120	0	0	700	dl
36	420	0	1	200	dl
37	60	0	0	1500	dl
38	420	0	1	1500	dl
39	420	0	1	3000	dl
40	360	0	1	200	dl
41	420	0	1	700	dl
42	-60	0	0	200	dl
43	420	0	1	3000	dl
44	180	0	1	700	dl
45	360	0	1	200	dl
46	60	0	0	200	dl
47	360	0	1	3000	dl
48	120	0	0	200	dl
49	60	0	0	700	dl
50	360	0	1	700	dl
51	360	0	1	3000	dl
52	300	0	1	200	dl
53	-60	0	0	200	dl
54	120	0	1	1500	dl
55	-60	0	0	3000	dl
56	300	0	1	3000	dl
57	180	0	1	3000	dl
58	420	0	1	1500	dl
59	240	0	0	1500	dl
60	360	0	1	1500	dl
61	180	0	1	1500	dl
62	0	0	0	200	dl
63	300	0	1	3000	dl
64	300	0	1	200	dl
65	60	0	0	3000	dl
66	120	0	1	3000	dl
67	-60	0	0	1500	dl
68	0	0	0	3000	dl
69	300	0	1	1500	dl
70	120	0	0	3000	dl
71	0	0	0	1500	dl
0	-60	0	0	3000	dl
1	300	0	1	1500	dl
2	420	0	1	700	dl
3	120	0	0	3000	dl
4	120	0	1	3000	dl
5	0	0	0	200	dl
6	420	0	1	1500	dl
7	240	0	1	200	dl
8	360	0	1	3000	dl
9	120	0	0	1500	dl
10	-60	0	0	200	dl
11	60	0	1	700	dl
12	0	0	0	700	dl
13	-60	0	0	200	dl
14	300	0	1	3000	dl
15	360	0	1	200	dl
16	420	0	1	200	dl
17	360	0	1	1500	dl
18	0	0	0	700	dl
19	360	0	1	1500	dl
20	0	0	0	1500	dl
21	0	0	0	1500	dl
22	60	0	0	1500	dl
23	240	0	1	200	dl
24	180	0	1	200	dl
25	120	0	0	200	dl
26	180	0	1	1500	dl
27	180	0	1	3000	dl
28	0	0	0	3000	dl
29	-60	0	0	3000	dl
30	240	0	0	700	dl
31	-60	0	0	1500	dl
32	-60	0	0	700	dl
33	60	0	0	200	dl
34	240	0	1	3000	dl
35	-60	0	0	700	dl
36	-60	0	0	1500	dl
37	420	0	1	3000	dl
38	360	0	1	700	dl
39	60	0	0	1500	dl
40	180	0	0	3000	dl
41	420	0	1	700	dl
42	180	0	1	200	dl
43	300	0	1	3000	dl
44	60	0	0	200	dl
45	300	0	1	200	dl
46	300	0	1	700	dl
47	180	0	0	700	dl
48	180	0	1	700	dl
49	120	0	1	700	dl
50	180	0	1	1500	dl
51	300	0	1	1500	dl
52	120	0	0	1500	dl
53	60	0	0	3000	dl
54	0	0	0	200	dl
55	300	0	1	700	dl
56	300	0	1	200	dl
57	240	0	0	1500	dl
58	420	0	1	1500	dl
59	60	0	0	700	dl
60	420	0	1	200	dl
61	420	0	1	3000	dl
62	240	0	1	3000	dl
63	240	0	1	1500	dl
64	360	0	1	200	dl
65	360	0	1	3000	dl
66	120	0	0	200	dl
67	240	0	1	700	dl
68	360	0	1	700	dl
69	120	0	0	700	dl
70	0	0	0	3000	dl
71	60	0	0	3000	dl
0	420	0	1	200	dl
1	120	0	0	200	dl
2	60	0	0	200	dl
3	180	0	0	200	dl
4	0	0	0	700	dl
5	420	0	1	3000	dl
6	60	0	0	200	dl
7	360	0	1	3000	dl
8	120	0	0	200	dl
9	360	0	1	200	dl
10	420	0	1	3000	dl
11	120	0	0	1500	dl
12	60	0	0	700	dl
13	-60	0	0	700	dl
14	240	0	1	3000	dl
15	60	0	0	3000	dl
16	120	0	0	3000	dl
17	0	0	0	1500	dl
18	0	0	0	200	dl
19	300	0	1	3000	dl
20	300	0	1	700	dl
21	240	0	1	200	dl
22	360	0	1	200	dl
23	300	0	1	1500	dl
24	180	0	0	1500	dl
25	120	0	0	700	dl
26	180	0	0	700	dl
27	420	0	1	200	dl
28	180	0	1	3000	dl
29	300	0	1	200	dl
30	120	0	0	1500	dl
31	420	0	1	700	dl
32	360	0	1	700	dl
33	300	0	1	700	dl
34	180	0	1	200	dl
35	60	0	0	1500	dl
36	120	0	0	3000	dl
37	-60	0	0	1500	dl
38	300	0	1	1500	dl
39	240	0	1	1500	dl
40	240	0	1	700	dl
41	240	0	0	700	dl
42	360	0	1	3000	dl
43	60	0	0	3000	dl
44	60	0	0	700	dl
45	180	0	0	700	dl
46	300	0	1	3000	dl
47	240	0	1	200	dl
48	0	0	0	3000	dl
49	-60	0	0	700	dl
50	420	0	1	1500	dl
51	180	0	0	1500	dl
52	-60	0	0	3000	dl
53	360	0	1	1500	dl
54	0	0	0	1500	dl
55	420	0	1	1500	dl
56	-60	0	0	3000	dl
57	240	0	1	1500	dl
58	360	0	1	700	dl
59	300	0	1	200	dl
60	120	0	0	700	dl
61	360	0	1	1500	dl
62	0	0	0	3000	dl
63	-60	0	0	200	dl
64	60	0	0	1500	dl
65	-60	0	0	200	dl
66	240	0	0	3000	dl
67	420	0	1	700	dl
68	180	0	0	3000	dl
69	0	0	0	200	dl
70	-60	0	0	1500	dl
71	0	0	0	700	dl
0	420	0	1	700	dl
1	60	0	0	1500	dl
2	360	0	1	1500	dl
3	240	0	1	200	dl
4	0	0	0	3000	dl
5	300	0	1	1500	dl
6	360	0	1	700	dl
7	300	0	1	3000	dl
8	420	0	1	200	dl
9	180	0	0	200	dl
10	0	0	0	700	dl
11	60	0	0	1500	dl
12	60	0	0	200	dl
13	0	0	0	700	dl
14	180	0	0	1500	dl
15	300	0	1	3000	dl
16	420	0	1	3000	dl
17	420	0	1	1500	dl
18	120	0	0	3000	dl
19	60	0	0	200	dl
20	-60	0	0	200	dl
21	180	0	1	1500	dl
22	180	0	0	200	dl
23	120	0	0	700	dl
24	240	0	1	200	dl
25	240	0	1	3000	dl
26	300	0	1	1500	dl
27	180	0	0	3000	dl
28	300	0	1	700	dl
29	420	0	1	200	dl
30	60	0	0	700	dl
31	-60	0	0	3000	dl
32	360	0	1	200	dl
33	0	0	0	3000	dl
34	300	0	1	200	dl
35	-60	0	0	3000	dl
36	120	0	0	200	dl
37	180	0	0	700	dl
38	120	0	0	1500	dl
39	-60	0	0	1500	dl
40	180	0	1	3000	dl
41	60	0	1	3000	dl
42	360	0	1	700	dl
43	-60	0	0	200	dl
44	420	0	1	3000	dl
45	360	0	1	1500	dl
46	240	0	1	1500	dl
47	360	0	1	3000	dl
48	180	0	0	700	dl
49	120	0	0	700	dl
50	120	0	0	1500	dl
51	-60	0	0	700	dl
52	120	0	0	200	dl
53	240	0	0	1500	dl
54	0	0	0	200	dl
55	-60	0	0	1500	dl
56	60	0	0	700	dl
57	120	0	0	3000	dl
58	300	0	1	200	dl
59	300	0	1	700	dl
60	420	0	1	700	dl
61	0	0	0	1500	dl
62	240	0	1	3000	dl
63	240	0	1	700	dl
64	240	0	1	700	dl
65	0	0	0	1500	dl
66	360	0	1	3000	dl
67	420	0	1	1500	dl
68	0	0	0	200	dl
69	-60	0	0	700	dl
70	60	0	0	3000	dl
71	360	0	1	200	dl
0	300	0	0	3000	dl
1	60	0	0	1500	dl
2	300	0	1	700	dl
3	-60	0	0	200	dl
4	360	0	1	700	dl
5	180	0	1	1500	dl
6	0	0	0	200	dl
7	60	0	0	200	dl
8	-60	0	0	3000	dl
9	240	0	1	700	dl
10	60	0	1	200	dl
11	120	0	1	1500	dl
12	-60	0	0	700	dl
13	360	0	1	700	dl
14	180	0	0	3000	dl
15	-60	0	0	3000	dl
16	0	0	0	3000	dl
17	360	0	1	3000	dl
18	60	0	0	3000	dl
19	60	0	0	700	dl
20	240	0	1	1500	dl
21	120	0	0	200	dl
22	-60	0	0	200	dl
23	120	0	0	1500	dl
24	420	0	1	700	dl
25	300	0	1	1500	dl
26	360	0	1	1500	dl
27	0	0	0	700	dl
28	300	0	1	700	dl
29	360	0	1	1500	dl
30	0	0	0	200	dl
31	60	0	0	3000	dl
32	360	0	1	200	dl
33	120	0	0	3000	dl
34	0	0	0	700	dl
35	420	0	1	200	dl
36	120	0	0	200	dl
37	240	0	1	3000	dl
38	180	0	0	200	dl
39	240	0	0	700	dl
40	420	0	1	700	dl
41	300	0	1	1500	dl
42	180	0	0	200	dl
43	120	0	0	3000	dl
44	240	0	1	1500	dl
45	-60	0	0	1500	dl
46	180	0	0	3000	dl
47	240	0	0	3000	dl
48	300	0	1	200	dl
49	120	0	0	700	dl
50	240	0	1	200	dl
51	420	0	1	1500	dl
52	0	0	0	1500	dl
53	180	0	0	700	dl
54	-60	0	0	700	dl
55	420	0	1	1500	dl
56	0	0	0	3000	dl
57	60	0	0	1500	dl
58	420	0	1	200	dl
59	180	0	0	1500	dl
60	300	0	1	3000	dl
61	0	0	0	1500	dl
62	60	0	0	700	dl
63	-60	0	0	1500	dl
64	240	0	1	200	dl
65	360	0	1	3000	dl
66	360	0	1	200	dl
67	420	0	1	3000	dl
68	120	0	0	700	dl
69	300	0	1	200	dl
70	420	0	1	3000	dl
71	180	0	0	700	dl
0	300	0	1	700	dl
1	240	0	1	700	dl
2	180	0	1	200	dl
3	0	0	0	200	dl
4	120	0	0	700	dl
5	180	0	1	3000	dl
6	120	0	0	700	dl
7	60	0	0	3000	dl
8	60	0	0	200	dl
9	300	0	1	1500	dl
10	-60	0	0	200	dl
11	120	0	0	3000	dl
12	-60	0	0	1500	dl
13	420	0	1	700	dl
14	300	0	1	3000	dl
15	360	0	1	1500	dl
16	120	0	0	1500	dl
17	240	0	1	3000	dl
18	360	0	1	700	dl
19	420	0	1	3000	dl
20	240	0	0	3000	dl
21	60	0	0	700	dl
22	120	0	1	3000	dl
23	240	0	1	1500	dl
24	180	0	0	1500	dl
25	60	0	0	1500	dl
26	0	0	0	200	dl
27	180	0	1	1500	dl
28	300	0	1	200	dl
29	60	0	0	200	dl
30	360	0	1	3000	dl
31	420	0	1	1500	dl
32	120	0	0	1500	dl
33	420	0	1	200	dl
34	360	0	1	200	dl
35	120	0	1	200	dl
36	420	0	1	1500	dl
37	0	0	0	1500	dl
38	-60	0	0	3000	dl
39	0	0	0	700	dl
40	300	0	1	700	dl
41	300	0	1	3000	dl
42	120	0	0	200	dl
43	0	0	0	3000	dl
44	-60	0	0	1500	dl
45	360	0	1	1500	dl
46	60	0	0	3000	dl
47	60	0	0	700	dl
48	300	0	1	200	dl
49	300	0	1	1500	dl
50	240	0	1	200	dl
51	180	0	0	200	dl
52	180	0	1	700	dl
53	420	0	1	3000	dl
54	0	0	0	3000	dl
55	-60	0	0	200	dl
56	240	0	1	200	dl
57	420	0	1	700	dl
58	360	0	1	700	dl
59	60	0	0	1500	dl
60	-60	0	0	700	dl
61	420	0	1	200	dl
62	240	0	1	700	dl
63	240	0	1	1500	dl
64	-60	0	0	700	dl
65	0	0	0	700	dl
66	180	0	0	700	dl
67	180	0	0	3000	dl
68	0	0	0	1500	dl
69	360	0	1	3000	dl
70	-60	0	0	3000	dl
71	360	0	1	200	dl
0	240	0	1	700	dl
1	0	0	0	700	dl
2	180	0	0	1500	dl
3	-60	0	0	200	dl
4	120	0	0	700	dl
5	180	0	1	700	dl
6	60	0	1	3000	dl
7	60	0	0	700	dl
8	-60	0	0	700	dl
9	-60	0	0	1500	dl
10	0	0	0	700	dl
11	180	0	0	1500	dl
12	0	0	0	200	dl
13	420	0	1	3000	dl
14	180	0	0	3000	dl
15	120	0	0	1500	dl
16	60	0	0	200	dl
17	120	0	0	700	dl
18	180	0	0	3000	dl
19	180	0	1	200	dl
20	240	0	1	3000	dl
21	300	0	1	3000	dl
22	300	0	0	1500	dl
23	300	0	1	200	dl
24	-60	0	0	700	dl
25	240	0	1	200	dl
26	420	0	1	200	dl
27	0	0	0	1500	dl
28	360	0	1	1500	dl
29	420	0	1	200	dl
30	0	0	1	1500	dl
31	-60	0	0	200	dl
32	60	0	0	700	dl
33	300	0	0	700	dl
34	360	0	1	3000	dl
35	60	0	0	200	dl
36	360	0	1	200	dl
37	120	0	0	1500	dl
38	120	0	0	3000	dl
39	0	0	0	200	dl
40	420	0	1	3000	dl
41	-60	0	0	3000	dl
42	300	0	1	700	dl
43	360	0	1	3000	dl
44	420	0	1	1500	dl
